,name,number_of_employees,sector,headquarters,company_website,linkedin,facebook,twitter,instagram
80,Fracttal,10,Tecnologías de la Información y de la Comunicación (TIC),Madrid,https://www.fracttal.com/es/,https://www.linkedin.com/company/fracttal/mycompany/,https://es-la.facebook.com/fracttal/,https://twitter.com/FracttalApp,https://www.instagram.com/fracttal/
81,Interactius,34,Diseño estratégico y UX,Barcelona,http://www.interactius.com,https://www.linkedin.com/company/interactius/,,https://twitter.com/Interactius_UX,https://www.instagram.com/interactius_ux/
82,HMS Industrial Networks,69,Electrónica,Barcelona,https://www.intesis.com/, https://www.linkedin.com/company/intesis/,,,
83,Big Mamma,160,Hostelería,Madrid,https://www.bigmammagroup.com/fr,https://www.linkedin.com/company/big-mamma/,,,https://www.instagram.com/bigmammagroup/
84,Fortris,95,Tecnologías de la Información y Desarrollo de Software,Málaga,https://fortris.com/,https://www.linkedin.com/company/fortrishq/mycompany/,,https://twitter.com/FortrisHQ?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,
85,Ecolab,629,Manufactura y producción,Barcelona,https://es-es.ecolab.com/,https://www.linkedin.com/company/ecolab/,https://www.facebook.com/ecolab,https://twitter.com/Ecolab,https://www.instagram.com/ecolab_inc/
86,Athento Europa,17,Fabricantes de Software,Málaga,http://athento.com/,https://www.linkedin.com/company/athento/,https://www.facebook.com/AthentoECM/,https://twitter.com/athento?lang=en,
87,SLEEP’N Atocha,23,Hotelería,Madrid,http://www.sleepnatocha.com,,,,
88,Zoetis,153,Biotecnología y Farmacéutico,Madrid,https://www2.zoetis.es/,https://www.linkedin.com/company/zoetis-españa/,https://www.facebook.com/ZoetisEsp/,https://twitter.com/zoetisesp?lang=es,
89,Ferrer,1343,Biotecnología y Farmacéutico,Barcelona,http://www.ferrer.com,https://www.linkedin.com/company/ferrerforgood/,https://www.facebook.com/ferrerforgood,https://twitter.com/ferrerforgood,https://www.instagram.com/ferrerforgood/
90,Defta Group,98,Manufactura y Producción,Madrid,http://www.defta.eu,http://www.linkedin.com/in/defta-spain-24b049129,,,
91,Agilent Technologies,552,Health Care,Madrid,https://www.agilent.com/,https://www.linkedin.com/company/agilent-technologies/,https://www.facebook.com/Agilent.Tech,https://twitter.com/agilent,https://www.instagram.com/agilenttechnologies/
92,Landmar Hotels,486,Turismo y Restauración,Santa Cruz de Tenerife,https://www.landmarhotels.com/,https://www.linkedin.com/company/landmarhotels,https://www.facebook.com/HotelLandmarCostaLosGigantes,https://twitter.com/LandmarHotels,https://www.instagram.com/landmarplayalaarena/
93,Mantequerías Arias – Grupo Savencia,371,Manufactura y Producción,Madrid,http://www.arias.es,https://www.linkedin.com/company/mantequerias-arias/?lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_all%3BfpXvJts5Rn6kZ2AGZK1v9Q%3D%3D,https://www.facebook.com/BurgoDeArias/,,https://instagram.com/burgodearias_oficial?igshid=YmMyMTA2M2Y=
94,Kurago,67,Tecnologías de la Info. y de la Comunicación (TIC),Bilbao,https://www.kurago.software/es/,https://www.linkedin.com/company/kurago-software/mycompany/,,,https://www.instagram.com/accounts/login/?next=/kurago.software/
95,Cabot Financial,316,"Bancos, finanzas y seguros",Madrid,https://cabotfinancial.es/,https://www.linkedin.com/company/cabotfinancialspain/,,,
96,Grupo RETAbet,480,"Servicios Recreativos, Culturales y Ocio",Sede central en Bizkaia. Presencia en toda España y Perú.,http://www.retabet.es,https://es.linkedin.com/company/retabet,https://www.facebook.com/RETAbet,https://twitter.com/RETAbet?lang=es,https://www.instagram.com/retabet/
97,Chemours Spain,146,Chemical Manufacturing,Gijón,https://www.chemours.com/es,https://www.linkedin.com/company/chemours/,,https://twitter.com/chemours,
98,Acción contra el Hambre,376,Organizaciones sin ánimo de lucro,Madrid,http://www.accioncontraelhambre.org,https://www.linkedin.com/company/accion-contra-el-hambre?_ga=2.156264891.1641145853.1657730327-2038217403.1650460232,https://www.facebook.com/accioncontraelhambre.espana?_ga=2.157458874.1641145853.1657730327-2038217403.1650460232,https://twitter.com/Acontraelhambre/?_ga=2.157458874.1641145853.1657730327-2038217403.1650460232,https://instagram.com/accioncontraelhambre.espana/?_ga=2.157458874.1641145853.1657730327-2038217403.1650460232
99,Plytix,63,Desarrollo de Software,Málaga,https://www.plytix.com/,https://www.linkedin.com/company/plytix/mycompany/,https://www.facebook.com/plytix/,https://twitter.com/Plytix?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/accounts/login/?next=/plytix/
100,Laboratorios Expanscience,40,Cuidado de la salud,Madrid,https://www.expanscience.com/en,,https://www.facebook.com/MustelaES,https://twitter.com/MustelaEsp,https://www.instagram.com/mustelaesp/?hl=es
101,Emerald Stay,13,Hospitality,Barcelona,https://emeraldstay.com/,https://www.linkedin.com/company/emeraldstay/,https://www.facebook.com/emeraldstay/,https://twitter.com/emerald_stay,https://www.instagram.com/emeraldstay/
102,Thoughtworks,460,Tecnologías de la información,Barcelona y Madrid,https://www.thoughtworks.com/es-es/,https://www.linkedin.com/company/thoughtworks/,,https://twitter.com/ThoughtworksESP,http://www.instagram.com/thoughtworks_spain
103,Openbravo,110,Tecnologías de la Info. y de la Comunicación (TIC),Pamplona,https://www.openbravo.com/es,https://www.linkedin.com/company/openbravo/,https://www.facebook.com/OpenbravoSLU,https://twitter.com/Openbravo,https://www.instagram.com/openbravo_official/?hl=en
104,"GFT IT Consulting, S.L.U.",2.000,Tecnologías de la Información (TI),"Alicante, Lleida, Madrid, Sant Cugat (Barcelona), Valencia, Zaragoza y trabajo en remoto.",http://www.gft.com/es,http://www.linkedin.com/company/gft-group,https://www.facebook.com/GFT.es  ,http://www.twitter.com/gft_es,https://www.instagram.com/gft_tech 
105,L’Occitane,189,Retail,Madrid,https://es-es.ecolab.com/,https://www.linkedin.com/company/ecolab/,https://www.facebook.com/ecolab,https://twitter.com/Ecolab,https://www.instagram.com/ecolab_inc/
106,UCI,538,"Banca, Finanzas y Seguros",Madrid,http://www.uci.com,https://www.linkedin.com/company/5393964/admin/,,https://twitter.com/ucihipotecas,https://www.instagram.com/ucihipotecas/
107,Ansys,45,Tecnologías de la información,Madrid,https://www.ansys.com/,https://www.linkedin.com/company/ansys-inc/,https://www.facebook.com/Ansys/,https://twitter.com/ansys,https://instagram.com/ansys_inc
108,Brown Forman España,51,Bebidas espirituosas,Barcelona,https://www.brown-forman.com/,https://www.linkedin.com/company/brown-forman/,https://www.facebook.com/Brown-Forman-Corporation-135533916496523,https://twitter.com/brownforman,https://www.instagram.com/brownforman/
109,DHL EXPRESS,2.140,Logística,Madrid,https://www.dhl.es,https://www.linkedin.com/company/dhl-express-espana,https://www.facebook.com/DHLexpress,https://twitter.com/dhlexpress,https://www.instagram.com/dhlexpress/
110,Freepik Company,464,Tecnología y Diseño,Málaga,https://www.freepikcompany.com/,https://www.linkedin.com/company/freepik-company/mycompany/verification/?viewAsMember=true,,https://twitter.com/FreepikCompany,https://www.instagram.com/freepik/?hl=es
111,Full On Net,158,Consultoría Tecnológica,Madrid,https://full-on-net.com/we-are-full/,https://www.linkedin.com/company/fullonnet/,https://www.facebook.com/FullOnNet/,https://twitter.com/FullOnNet/,
112,Stoller Europe,56,Agricultura,Elche,https://stollereurope.com/,https://www.linkedin.com/company/stoller-europe/mycompany/,https://www.facebook.com/search/top?q=stoller%20europe,,https://www.instagram.com/stollereurope/
113,Marca Protección Laboral,51,Vestuario de protección laboral y Epis,Cartagena,https://www.marcapl.com/marca/esp/index.php,https://www.linkedin.com/company/marca-protecci%C3%B3n-laboral/,https://www.facebook.com/Marca-Protecci%C3%B3n-Laboral-201090426620364/,https://twitter.com/Marca_PL,https://www.instagram.com/marcaproteccionlaboral/
114,Juba,60,Proteccion Laboral,La Rioja,https://www.jubappe.com,https://www.linkedin.com/company/juba-personal-protective-equipment-s-l-/,https://www.facebook.com/profile.php?id=100001348405648,,https://www.instagram.com/jubaprotection/
115,Faru,16,Distribución Mayorista,Zaragoza,http://www.faru.es,https://www.linkedin.com/company/faru-proteccion/,,,
116,Azigrene Consultores,50,Energía,Valencia,https://azigrene.es/,https://www.linkedin.com/company/azigrene-consultores/mycompany/,,,
117,Caperva,16,Venta de Maquinaría para industria de proceso,Barcelona y Madrid,http://www.caperva.com,https://www.linkedin.com/company/1425771/admin/,,,
118,Publicis Groupe,712,Publicidad,Madrid,https://www.publicisgroupe.com/en/splash-en,https://www.linkedin.com/company/publicisgroupespain/,https://www.facebook.com/publicisgroupe,https://twitter.com/publicisgroupe,https://www.instagram.com/publicisgroupe
119,Refresco Iberia,739,Productos alimenticios,Valencia,http://www.refresco.es,https://www.linkedin.com/company/refresco,,,
120,Castellana Properties,33,Servicios Profesionales/Gestión Inmobiliaria,Madrid,https://www.castellanaproperties.es/es,,,,
121,Grupo Espiral MS,67,Tecnologías de la Info. y de la Comunicación (TIC),Gijón,https://www.grupoespiralms.com/,https://es.linkedin.com/company/prosafety,,,https://www.instagram.com/grupoespiralms/
122,Enverus,1.525,Tecnología de la información,"Austin, TX, USA",https://www.enverus.com,https://www.linkedin.com/company/enverus-energy,https://www.facebook.com/EnverusEnergy/,https://twitter.com/EnverusEnergy,https://www.instagram.com/enverusenergy/
123,Biogran S.L.,161,Alimentación,Madrid,https://biogran.es/,https://www.linkedin.com/company/biogran/mycompany/,,,https://www.instagram.com/ecocesta/?hl=es
124,Isagri SL,42,Informática – Consultoría – Agricultura,Valencia,http://www.isagri.es,https://www.linkedin.com/company/isagri-espana/,https://es-es.facebook.com/IsagriEspana/,,https://www.instagram.com/isagriespana
125,Hijos de Rivera SAU,829,Alimentación y Bebidas,A Coruña,http://corporacionhijosderivera.com,https://www.linkedin.com/company/hijosderivera/,,,
126,Livit,31,"Estudio, arquitectura y diseño",Madrid,https://livit.design/,https://www.linkedin.com/company/livit-design,,,https://www.instagram.com/livit.design/?hl=es
127,Allianz Technology,160,Consultoría de IT,Barcelona,https://tech.allianz.com/en.html,https://www.linkedin.com/company/allianz-technology/,https://www.facebook.com/Allianz España,https://www.twitter.com/allianz_es,https://www.instagram.com/Allianz España
128,DHL Global Forwarding,265,"Transporte, Almacenamiento y Logística",Madrid,https://www.dhl.com/global-en/home/our-divisions/global-forwarding.html,https://www.linkedin.com/company/dhl-global-forwarding/mycompany/,,,
129,Teleperformance,4500,Servicios Profesionales / Outsourcing,Madrid,https://www.teleperformance.com/es-es/,https://www.linkedin.com/company/teleperformance/,https://www.facebook.com/TeleperformanceSpain/,,https://www.instagram.com/teleperformance_spain/
130,Vexiza,31,Desarrollo de soluciones de software,León,https://vexiza.com,https://www.linkedin.com/company/vexiza/,,https://twitter.com/vexiza,
131,reclamador.es,63,Servicios Profesionales/Abogacía,Madrid,https://www.reclamador.es/,https://www.linkedin.com/company/reclamador-es/,https://www.facebook.com/reclamador.es,https://twitter.com/reclamador,https://www.instagram.com/reclamador.es/
132,Medtronic,807,Biotecnología,Madrid, https://www.medtronic.com/es-es/index.html , https://www.linkedin.com/company/medtronic-emea/ ,, https://twitter.com/MedtronicES ,
133,Kia Iberia,97,Automoción,Madrid,http://www.kia.es,https://www.linkedin.com/company/kia-espana/,https://www.facebook.com/KiaEspana/,https://twitter.com/KiaEspana,https://www.instagram.com/accounts/login/?next=/kiaspain/
134,DHL Supply Chain España,3320,Logística,"Más de 40 centros en España (País Vasco, Madrid, Guadalajara, Toledo, Tarragona, Barcelona, Valencia, Sevilla, Málaga, Tenerife, Huelva)",https://www.dhl.com/es-es/home/supply-chain/about-us.html,https://www.linkedin.com/company/dhl-supply-chain/,,https://twitter.com/DHLsupplychain,https://www.instagram.com/dhl_global/
135,Alvatross by SATEC,20,Tecnologías de la Info. y de la Comunicación (TIC),Avilés (Asturias),https://www.alvatross.io/,https://www.linkedin.com/company/alvatross/,,,
136,Beam Suntory,726,Bebidas espirituosas,Madrid,https://www.beamsuntory.com/,https://www.linkedin.com/company/beamsuntory/,https://www.facebook.com/BeamSuntory,https://twitter.com/beamsuntory,https://www.instagram.com/beamsuntory/
137,Soluciones Cuatroochenta,250,Tecnología,"Castelló (sede central), Barcelona, Burgos, Madrid, València, Bogotá, Panamá, Santo Domingo y San José.",https://cuatroochenta.com/,https://www.linkedin.com/company/cuatroochenta-com/,https://www.facebook.com/cuatroochenta/,https://twitter.com/Cuatroochenta,https://www.instagram.com/480cuatroochenta/
138,CISCO,422,Telecomunicaciones,Madrid,https://www.cisco.com/c/es_es/index.html,https://www.linkedin.com/company/cisco/mycompany/verification/,https://www.facebook.com/WeAreCisco/,https://twitter.com/Cisco,https://www.instagram.com/wearecisco/
139,"BAYLOS 5.0 LEGAL ADVISORS, S.L.",30,Legal,Madrid,https://baylos.com/,https://www.linkedin.com/company/baylos-abogados/?originalSubdomain=es,,,
140,Accuracy,45,Consultoría,Madrid y Barcelona,http://www.accuracy.com,https://www.linkedin.com/company/accuracy,,,https://www.instagram.com/accuracycareers/
141,AUSA,314,Manufactura y Producción,Barcelona,http://www.ausa.com,https://www.linkedin.com/company/ausa/,https://www.facebook.com/AUSAcenter,https://twitter.com/AUSAcenter,https://www.instagram.com/ausamachinery/
142,Ence – Energía y Celulosa,1146,Manufactura y Producción,Madrid,http://www.ence.es,https://es.linkedin.com/company/grupo-empresarial-ence,https://www.facebook.com/EnceEnergiayCelulosa,https://twitter.com/Grupo_Ence,https://www.instagram.com/enceenergiaycelulosa/ 
143,Cerdá Group,116,Distribución Mayorista,Valencia,https://www.cerdagroup.com/es/,https://www.linkedin.com/company/artesania-cerda-s.l./,,,https://www.instagram.com/cerdagroup/
144,UNIVERSITAS XXI,293,Tecnologías de la Info. y de la Comunicación (TIC),Madrid,http://www.universitasxxi.com,https://www.linkedin.com/company/universitas-xxi/,,https://twitter.com/UNIVERSITASXXI?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,
145,Gofore,12,Transformación Digital,Madrid,https://gofore.com/,https://www.linkedin.com/company/gofore,https://www.facebook.com/GoforeGroup/ ,https://twitter.com/GoforeGroup,https://www.instagram.com/goforegroup/
146,DHL Parcel España,1552,"Transporte, Almacenamiento y Logística",San Sebastián,http://www.dhlparcel.es,https://www.linkedin.com/company/dhl-parcel-espa%C3%B1a/,https://www.facebook.com/dhlparcelespana/?hc_ref=ARTxYQTPqRtBDNKweesF4XnfhPsy7HEfNh9pKXNkjfPjr4DwvhnXwYpMxaNCH6KzQhM&fref=nf&__xts__[0]=68.ARBsvNrzme3lc5LmcXtjCUMe7Igg5ySbG3SpKsYY-NkZSKjqNzjtoq3JtH8k8biNfgjH9L7Obku99eD48Gf_jebk0FwGxcF1fFKmrQpBHAHTBk15Ux5DPEIDvSZMCY3YEh24p8mFAbbIdQqDhaBLw1IjDPjEHRcTOVRSamcN-1SzVA19yDcGKWMxtFcqFMkK0irxHrMSbUF7MyX8Bomvk-8v0EFCvs7B1CRpK7bHQt7FX6EACb6mavybLkeOZKDR4u79rkMgO80jLWHrTImDmTOhNJUUV90PZCVEkMvd21-75UZlar6spN0,, https://instagram.com/dhlparcelespana?igshid=YmMyMTA2M2Y=
147,Grupo VARMA,196,Gran Consumo,Madrid,https://www.varma.com/,https://www.linkedin.com/company/grupo-varma/mycompany/?viewAsMember=true,,,https://www.instagram.com/grupovarma/?hl=es
148,Sandoz Farmacéutica,231,Industria Farmacéutica,Madrid,https://www.sandozfarma.es/,,,,
149,Perrigo España,109,Farmacéutico,Sant Cugat del Vallés,https://www.perrigo.es/,,https://www.facebook.com/MustelaES,,https://www.instagram.com/mustelaesp/?hl=es
150,Ecoembes,142,"Energía, Medio Ambiente y Materias Primas",Madrid,https://www.ecoembes.com/es,https://www.linkedin.com/company/ecoembes/,,https://twitter.com/ecoembes_com,
151,Redarbor,410,Tecnologías de la información,Barcelona,https://redarbor.net/,https://www.linkedin.com/company/red-arbor/,,https://twitter.com/RedArbor_net,
152,Isemaren,41,Energías Renovables,Madrid,https://isemaren.com/nosotros/,https://www.linkedin.com/company/isemaren/mycompany/,,,
153,Rastreator.com,158,Tecnología,Madrid,http://www.rastreator.com,https://es.linkedin.com/company/rastreator-com,https://es-es.facebook.com/RastreatorComparadorSeguros/,https://twitter.com/Rastreator,https://www.instagram.com/rastreator_com/?hl=es
154,"TDI, Técnicas de Ingeniería",31,Gestión de Flotas,Murcia,http://www.gesinflot.com,https://www.linkedin.com/company/gesinflot,,,
155,MediaMarkt Iberia,7000,Distribución de electrónica de consumo y servicios relacionados,Barcelona,https://www.mediamarkt.es/,https://www.linkedin.com/company/media-markt-iberia/?viewAsMember=true,https://www.facebook.com/mediamarktes/,https://twitter.com/MediaMarkt_es,https://www.instagram.com/mediamarkt_es/
156,ARTIEM Hotels,31,Turismo,Asturias,https://www.artiemhotels.com/,https://www.linkedin.com/company/artiemhotels/,https://www.facebook.com/artiemhotels,https://twitter.com/artiemhotels,https://www.instagram.com/artiemhotels/
157,Stryker,350,Medical Devices,Madrid,https://www.stryker.com/index.html,https://www.linkedin.com/company/stryker/,https://www.facebook.com/strykercareers/,,https://www.instagram.com/strykercareers/?hl=en
158,Astellas Pharma,234,Farmacéutico Innovador,Madrid,http://www.astellas.com/es,https://www.linkedin.com/company/astellas-europe/,,,
